n12912734,洛杉矶 一个自由派城市的现状
n13460988,研究：病毒可传遍全身器官 并存留数月
n13461498,电影工作者谈疫情下的好莱坞拍摄现场
n13453585,亚太各界祝大纪元新唐人及观众们新年快乐
n13463101,纽约市染疫病例激增 苹果关闭部分零售店
n13463129,美CDC缩短COVID-19隔离时间 10天减为5天
n13463288,精神病学家：封锁和口罩令可使儿童智商降低
n13463321,25年激励后 加州拟取消屋顶太阳能补贴
n13463416,因疫情 LAX和其它机场取消更多航班
n13463282,德州反堕胎法 美上诉法院1月7日听取辩论
n13464190,深受老兵事迹感动 巨石强森将个人座驾送他
n13464565,科罗拉多爆连环枪击案 4死3伤 嫌犯被击毙
n13463491,疫情期间爸爸为孩子们建的树屋 意外走红
n13465327,达美飞机上飞拳打人 洛女子面临联邦指控
n13465462,LAPD发布误杀少女随身摄像视频
n13465371,美CDC将Omicron病例占比下调至58.6%
n13465261,美CDC缩短染疫者隔离期 引发质疑和批评
n13465576,圣地亚哥县小型飞机坠毁 无人幸免
n13465599,帕萨迪纳新年游行在即 花车制作异彩纷呈
n13465443,纽约市公校下周开学 将实施校园防疫新政策
n13466026,爱心女门口留致谢礼物 送货司机反应超感人
n13467573,圣地亚哥坠毁飞机为医疗机 2飞行员2护士遇难
n13467608,加州公路巡警：新年期加强酒驾执法
n13467651,美医疗保险和补助服务中心恢复疫苗强制令
n13467464,美国平均日增新冠病例破26万 创最高纪录
n13467736,南加居民分享移民经历：孩子应留在父母身边
n13467847,14岁女儿遭LAPD误杀 父母要求透明办案
n13467717,受Omicron冲击 美国家卫生院推迟选择性手术
n13467819,加州内华达山脉降雪高达5米多 破纪录
n13468260,美国女子收到68年前的信 但收件人不是她
n13470341,东橙市设联邦病毒检测点 元月1-12日免费开放
n13470370,1月1日起 新泽西最低时薪涨至13美元
n13470297,新泽西确诊病例持续激增 单日3.5万破记录
n13470389,新泽西人口流失速度快 全美排名第八
n13470456,避免大西洋城赌场倒闭 新泽西州长签减税新法案
n13470612,专家预测未来几周美国将现Omicron感染高潮
n13470736,东瓦林达女子被四只家犬袭击致死
n13470578,美CDC警告勿乘邮轮 不管是否已接种疫苗
n13470861,马术队威风凛凛 热身演练迎接新年游行
n13470629,美国儿童感染新冠病毒住院率飙升 引关注
n13471158,美国德州发生新鲜事 天空下起“鱼雨”
n13470950,野火肆虐逾3万人撤离 科罗拉多进入紧急状态
n13471118,Omicron致人手不足 美交通系统缩减服务
n13471468,南加海滩恢复常态 漏油影响需继续观测
n13472924,实施“疫苗护照” 纽瓦克在新泽西开先例
n13471405,美八旬老妇超市遭抢 27岁男子英勇制服歹徒
n13473111,美周五取消1400个航班 疫情或很快达高峰
n13473068,新世纪影视新年晚会 恭祝李洪志师尊万事如愿
n13473234,国务院警告：出国旅行美国人应制定应急计划
n13473349,加州积雪含水量比正常水平高60%
n13473384,洛港将对滞留集装箱收费 1月30日生效
n13473492,玫瑰花车游行睽违两年 华航让世界看见台湾
n13473565,科罗拉多州大火无人死亡 州长：新年奇迹
n13473643,好莱坞制片用真枪？电影工作者谈拍摄安全
n13473724,美官员要求再推迟5G部署 确保航空安全
n13473816,法拉盛枪杀华男 怀孕女嫌从新墨西哥州押回纽约
n13473685,游民服务机构被爆挥霍纽约市民税金
n13473676,纽约市警局回购枪支 旧枪可换现金、iPad
n13473666,自由女神像游轮缺停靠点 客多不敢接
n13473785,纽约时代广场跨年倒数零误差 全靠这台湾团队
n13473772,病毒挡不住 纽约时代广场1.5万人倒数跨年
n13473964,住院老人挂念爱犬 善心护士助他们团聚
n13474913,组图：从纽约到巴黎 Omicron笼罩下全球迎新年
n13475081,辞旧迎新 德克萨斯州天上下起了鱼雨
n13475165,涵盖衣食住行 2022年十样东西继续涨价
n13475307,新年首日 美数千航班因天气和Omicron被取消
n13475316,研究：Omicron变体对肺部的感染比Delta弱
n13475697,机上自筛确诊 美国女子自愿在厕所隔离5小时
n13475426,疫情爆发后 美国上市公司财务业绩更好
n13477165,福西：CDC或要求无症状COVID患者进行检测
n13475690,去中国兴趣大减 美国人想去哪些地方旅行
n13477806,2022庆祝新年玫瑰花车游行 部分花车观赏
n13477844,美国老爸帮小孩买牛奶 结果中100万美元乐透
n13477836,科罗拉多州野火起因仍在调查中 两人失踪
n13478605,27岁女拒绝现代潮流 钟爱五十年代复古风
n13479457,美国新病例数持续增加 各州染疫数据一览
n13479912,难以置信的瞬间 美海军发布2021精彩照片
n13479890,LAX新年日取消208航班 周一再取消63班
n13480127,洛县开年新病例激增 南加取消大量航班
n13480134,苹果AirTag被用来追踪 已成安全隐患
n13480013,硅谷“女版乔布斯”被裁决诈骗罪名成立
n13480750,美国单日新增确诊逾100万例 破全球纪录
n13480814,因在网上分享工作机密 美国网红空姐被革职
n13480774,用了数十年的咖啡桌 竟是罗马帝国珍贵文物
n13481783,橙县副检查官凯利·恩比去世 众多朋友悼念
n13481930,新世纪跨年片《聚会II》热映 启迪新年新选择
n13482308,入室盗贼枪伤女主人 随后将其送医
n13482347,抢劫19家乔氏超市分店 男子获刑21年
n13482443,加州双胞胎跨年出生 时间只相差15分钟
n13482472,染疫激增 联邦法院暂停陪审团庭审
n13482296,美CDC更新Covid-19隔离指南 提供检测建议
n13482665,2021年美国人首选搬家目的地有哪些？
n13482712,防新一波疫情传播 洛县五市设施关闭
n13483228,美国男子肌肉逐渐变骨头 医生称此病无药医
n13483285,组图：暴风雪袭击美国东部 I-95州际公路受阻
n13483994,龙凤胎跨年夜出生不同岁 美国妈妈惊喜连连
n13482957,自闭多动难掩高智商 男孩11岁被大学录取
n13484380,州长称Omicron海啸般传播 但新泽西不会关闭学校
n13484493,洛县监事巴格COVID-19检测呈阳性
n13484783,美司法部发布枪支储存新规
n13484713,美联储“放鹰”或加快缩表及加息 美股重挫
n13484989,车祸代价昂贵 2021南加最高索赔类型
n13484805,自动拨打垃圾电话频骚扰 美国人投诉增25%
n13485021,Paypal等交易额超600美元须上报美国税局
n13485583,美国男子出车祸 宠物狗暗夜指引警察救他
n13485867,搭飞机塞不进座位 216公分巨人被升等头等舱
n13487020,退伍军人养老院119人死亡 新泽西政府赔近5.3千万
n13487030,辞职潮致人员短缺 新泽西州吁退休者重返岗位
n13487085,丹麦研究：接种疫苗人中Omicron比Delta传播更快
n13487148,美Omicron变体传播何时达峰值 专家给出预测
n13487161,FBI仍追捕一年前的华盛顿炸弹案嫌疑人
n13487343,因Omicron病例激增 南加州关闭更多设施
n13487491,洛杉矶水费涨价 用量最高住宅影响大
n13487541,加州室内口罩令延期至2月15日
n13487252,应对员工病例激增 阿拉斯加航空削减1月航班
n13487587,多人接触蝙蝠染狂犬病毒死亡 美CDC发警告
n13488169,龙卷风重创美蜡烛厂 外地教师赠车给幸存者
n13488531,美图书馆“意外”收到逾期111年的借书
n13488944,FDA缩短接种莫德纳疫苗后等待加强针时间
n13489150,元月1日起 新泽西三大公路通行费再次调涨
n13488886,美东迎冬季炸弹气旋 波及六千万人 政府关门
n13489268,最高法院听取拜登疫苗强制令案 今天或出结果
n13489532,洛县消防员弗拉格勒在房屋救火中殉职
n13489277,奥斯卡首位非裔影帝波蒂埃去世 享年94岁
n13489580,年底逢甘霖 加州“极端干旱”大半缓解
n13489603,假冒劳工检查员收罚金 妇女经商家检举被起诉
n13489619,测试点排长龙 员工染病人数激增
n13489831,Omicron何时盛极而衰 专家说最快一两周
n13489778,四个地铁站 下周开设新冠检测站
n13489819,大纽约迎2022首场暴风雪 逾850航班停飞
n13489781,皇后区社区委员开放申请 2月16日截止
n13489774,一马公司弊案延至2月开审
n13489720,纽约市将增派地铁警力 亚当斯：让警员无处不在
n13489723,市警布朗士执勤 巡逻警车被纵火烧焦
n13489816,纽约市新冠住院激增 重症数少于去年高峰
n13489822,纽约州将强制医护人员打加强针
n13489625,研究表明疫苗对Omicron的有效性降低
n13490210,婚礼上新娘许诺9岁继子：成为你最好的母亲
n13490845,很多美国人想去加州退休 但另一州才是首选
n13491191,纽约近半COVID住院患者并非因COVID住院
n13491403,美国税局开始发第三轮补助金 你需了解一些事
n13491415,美国西部受洪水袭击 东部遭遇暴风雪
n13491683,海狮罕见出现在加州公路上 离海岸几英里
n13492779,美国太空望远镜打开“金眼”拟今夏开始探测
n13493151,《沉默呼声》全美上映在即 导演述背后故事
n13493843,美国警犬可嗅出新冠病毒 被派到学校出任务
n13494637,美国房东连续两年赠房给长期房客
n13495049,飞行员迫降铁道遇火车 生死关头加州警察施救
n13495350,辉瑞CEO：不确定是否需要第四剂COVID疫苗
n13495473,纽约大火夺19命 “凶手”是卧室内电暖器
n13495733,参军免费学技能 陆军150多种职业任你挑选
n13495671,电暖器使用不当会酿大祸 如何确保家人安全
n13496017,美私人健保将支付家用病毒测试包费用
n13496093,橙县Segerstrom族长露丝‧莫里亚蒂去世 享年99岁
n13496114,新年瘦身贵在坚持 跆拳道学生分享意外收获
n13496154,加州治安亮红灯 跆拳道防身保命有妙招
n13496196,加州卫生部：允许阳性无症状医护人员返岗
n13496218,南加居民为“自由复兴”集会 新一年不惧怕
n13496202,美国单日新增113万COVID-19病例 破纪录
n13496706,疫情期间 跆拳道教室如何上课？
n13497029,火车撞坠毁的飞机几秒前 美警及时救出飞行员
n13497273,美东北现零下40摄氏度极冻天气 学校关门
n13498439,洛杉矶市去年395起凶杀案 破2007年纪录
n13498432,智能手枪在美国问世 试图撼动枪支市场
n13498416,中共病毒病例激增 如何购买自我检测盒及N95口罩
n13498456,员工短缺 供应链延误 美国超市货架空空
n13498648,下班警察遭劫匪枪杀 洛县警署追拿三嫌
n13498642,美司法部成立特别部门 打击国内恐怖主义
n13498530,忧数据安全 64%美国人特意选用老式手机
n13498646,纽约公寓大火：多个电暖器连开了好几天
n13499086,中国留学生状告UCLA侵权 上诉庭裁决重审
n13499108,美密西根湖浮冰漂离岸边 冰上34人惊险获救
n13500913,官员警告：提防病毒检测诈骗及身份盗用
n13500980,奥斯卡颁奖总算有主持人 2018年来首次
n13500842,福奇：几乎所有人最终都会感染Omicron
n13501157,美国女子失明15年后重见天日 原因竟是这个
n13501405,全美染疫人数激增 多项基本服务濒临崩溃
n13501231,洪都拉斯男子擅闯美国客机驾驶舱被捕
n13501496,汽车需求反弹 但2022年买车依然难
n13501918,缅因州状似“水中月球”冰盘奇观再次出现
n13502935,新泽西州长宣布：恢复公共卫生紧急状态
n13503227,12岁女孩遭霸凌自杀 新泽西颁全美最严厉反霸凌法案
n13502866,拜登：将加倍提供免费试剂和N95口罩
n13503523,FBI打击帮派 逮捕洛橙地区7嫌犯
n13503746,警长：洛县疫情以来凶杀与汽车盗窃案大增
n13504265,美国女高管辞职 悉心照顾偶遇的失智老人
n13505250,发展风电 联邦出租纽约新泽西近50万亩海域
n13505162,染疫病例激增 美19州所剩ICU床位不足15%
n13505567,洛城犯罪率上升 但官员说治安有成果
n13505736,下班洛市警察被杀案 四嫌犯将出庭受审
n13505850,韩国最新民调：最信任美国 最不相信中共
n13505926,洛市检察官：哄抬检测盒价格或罚1000美元
n13505946,报税季将开启 专家建议要谨慎以待
n13505506,谷歌被控与脸书合谋操纵在线广告销售
n13506059,Omicron传播速度居冠 五周攻下纽约市
n13506011,国税局人手不足 去年积压600万份税单未处理
n13506085,纽约市劫车案件激增 3年增355%
n13506054,染疫住院人数稳定下降 州长：纽约出现转机
n13506032,为100元枪杀19岁收银员 凶嫌被控谋杀罪
n13505982,医疗物资供应紧张 美国医院斥资自己生产口罩
n13505932,5G网络或影响飞机着陆 美航空局制定规则
n13506330,洛杉矶盗贼转战货运列车 铁路盗窃案增160%
n13506913,冬季风暴袭美25州 周末旅行陷困境
n13506534,母亲突然昏倒 2岁女儿独自拨打911求助
n13506498,数百辆车滞留暴雪中 卡车司机向受困者派面包
n13507006,新泽西化工厂大火警报11次 200消防员扑救
n13507146,汤加海底火山爆发 美对西海岸发布海啸警报
n13507183,美CBP用AI安检 两党议员担忧侵犯个人隐私
n13507332,【快讯】德州犹太教堂爆绑架事件 特警队介入
n13507560,盖茨：疫苗时效有限 Omicron或使疫情变成流感
n13509069,北卡购物中心停车场发生枪击案 3人死
n13509085,德州犹太教堂人质劫持案 嫌犯身份确认
n13509324,住院患者感染COVID增多 专家疑是院内感染
n13509660,暴雪雷雪和龙卷风袭美东 2死近25万户断电
n13509556,协助调查德州教堂人质事件 英警方逮捕两人
n13510061,美国养老院染疫和死亡数再次上升
n13510059,联邦卫生总监：Omicron未见顶 未来几周艰难
n13509866,新年前两周 7餐厅因卫生不达标停业整顿
n13511194,神韵第10次莅临匹兹堡 州长联邦议员齐褒奖
n13510556,目睹三儿童掉入冰池 23岁女子英勇跳水救人
n13511430,辉瑞CEO：COVID将传播多年 今春生活恢复正常
n13511781,冬季风暴席卷美加 美东数千航班被取消
